DATE,DAAA
2020-12-30,2.22
2020-12-31,2.23
2021-01-01,.
2021-01-04,2.28
2021-01-05,2.28
2021-01-06,2.36
2021-01-07,2.46
2021-01-08,2.48
2021-01-11,2.48
2021-01-12,2.5
2021-01-13,2.43
2021-01-14,2.54
2021-01-15,2.46
2021-01-18,.
2021-01-19,2.44
2021-01-20,2.45
2021-01-21,2.53
2021-01-22,2.51
2021-01-25,2.49
2021-01-26,2.47
2021-01-27,2.42
2021-01-28,2.48
2021-01-29,2.51
